contig	superkingdom	phylum	class	order	family	genus	species
contig_3458	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. T14073-2
contig_3467	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. DORA_A_3_16_22
contig_3493	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	not classified
contig_3508	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. 3310
contig_3513	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera hexanoica
contig_3534	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis
contig_355	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_3550	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_3557	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella tobetsuensis
contig_3560	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_3575	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. AF36-20BH
contig_3582	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_3588	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_3600	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_3643	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_3655	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. AF36-20BH
contig_3669	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella tobetsuensis
contig_3716	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_3737	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_3745	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. 3310
contig_3753	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_379	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	not classified
contig_3802	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_3816	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. 3310
contig_3830	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_3838	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_385	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	not classified
contig_3877	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
contig_3884	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_3919	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_4030	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	NA	Veillonellaceae bacterium WCA-693-APC-5D-A
contig_4070	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4075	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4079	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	not classified
contig_410	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. VA139
contig_4118	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	not classified
contig_413	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. 3310
contig_4132	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4160	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. AF36-20BH
contig_4214	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	not classified
contig_4221	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
contig_4228	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella montpellierensis
contig_4256	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_4332	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4342	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4345	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella tobetsuensis
contig_4356	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4359	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister sp. CAG:486
contig_4362	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933
contig_4387	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4397	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4403	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
contig_4439	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_4481	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4511	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_4556	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	not classified
contig_4576	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_4653	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4714	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_473	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4731	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4758	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4766	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
contig_4767	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_4784	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933
contig_480	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4804	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4837	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella tobetsuensis
contig_4863	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. 3310
contig_4880	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_4882	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
contig_4895	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella tobetsuensis
contig_4908	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933
contig_4940	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4942	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933
contig_4949	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4953	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	NA	Veillonellaceae bacterium DNF00626
contig_4969	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4987	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_4998	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5024	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_5062	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. AF36-20BH
contig_5069	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. VA139
contig_5071	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_5072	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
contig_5081	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_5097	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_511	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933
contig_516	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5180	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5216	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_5236	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933
contig_5249	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_5254	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5287	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5297	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_5308	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5315	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5316	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5317	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_5324	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. VA139
contig_5330	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5346	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
contig_5352	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
contig_5356	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. 3310
contig_5409	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5486	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5519	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister sp. CAG:486
contig_5556	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
contig_5558	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
contig_5569	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5578	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
contig_5629	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. AF36-20BH
contig_5645	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_5654	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_5673	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5697	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
contig_5712	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933
contig_5717	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5782	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5790	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933
contig_5821	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_5838	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_5841	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5912	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5923	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. 3310
contig_5949	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. DORA_A_3_16_22
contig_5961	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5985	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_5996	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	not classified
contig_6011	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. AF36-20BH
contig_6013	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera hexanoica
contig_6121	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. VA139
contig_615	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	not classified
contig_620	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
contig_6341	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. 3310
contig_6357	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
contig_6425	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella montpellierensis
contig_6465	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933
contig_647	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_6500	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
contig_6503	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933
contig_6660	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_6744	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_6748	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. 3310
contig_6769	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_6823	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
contig_684	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_6887	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_689	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera massiliensis
contig_6895	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. ASD88
contig_6932	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933
contig_7127	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_7225	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_7248	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_7262	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_7268	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_804	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_826	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_848	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
contig_861	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_897	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	not classified
contig_925	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rodentium
contig_950	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933
contig_955	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. 3310
contig_972	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. VA139
contig_977	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	not classified
contig_995	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti
contig_2177	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae*	not classified	not classified
contig_3497	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae*	not classified	not classified
contig_3504	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae*	not classified	not classified
contig_3521	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae*	not classified	not classified
contig_4200	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae*	not classified	not classified
contig_5542	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae*	not classified	not classified
contig_6150	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae*	not classified	not classified
contig_6168	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae*	not classified	not classified
